CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
251,10440004202600251,202600251,2026-03-05,4,4,1,2,2,2,1,2,2026-03-05 12:43:46,2026-03-05 14:43:46,2026-03-05 15:43:46,13.012225696097406,76.95269664519051,Incident reported at Mysuru hotspot.
252,10440016202600252,202600252,2026-05-16,16,16,1,2,2,2,1,6,2026-05-16 01:39:47,2026-05-16 03:39:47,2026-05-16 04:39:47,16.98940202563397,81.00643919830247,Incident reported at Kalaburagi hotspot.
253,10440022202600253,202600253,2026-02-05,22,22,1,1,1,1,1,8,2026-02-05 10:29:53,2026-02-05 12:29:53,2026-02-05 13:29:53,18.95271020463403,83.01427496480093,Incident reported at Shivamogga hotspot.
254,10440010202600254,202600254,2026-04-20,10,10,1,2,2,2,1,4,2026-04-20 02:22:09,2026-04-20 04:22:09,2026-04-20 05:22:09,14.963569948723057,78.99616984440514,Incident reported at Hubballi-Dharwad hotspot.
255,10440016202600255,202600255,2026-05-19,16,16,1,1,1,1,1,6,2026-05-19 23:09:45,2026-05-20 01:09:45,2026-05-20 02:09:45,16.955028463348864,80.98791038641882,Incident reported at Kalaburagi hotspot.
256,10440028202600256,202600256,2025-08-26,28,28,1,2,2,2,1,10,2025-08-26 16:28:37,2025-08-26 18:28:37,2025-08-26 19:28:37,20.97116602842115,84.98268458048813,Incident reported at Vijayapura hotspot.
257,10440016202600257,202600257,2025-10-20,16,16,1,1,1,1,1,6,2025-10-20 02:06:21,2025-10-20 04:06:21,2025-10-20 05:06:21,17.0261229707894,80.98791262155642,Incident reported at Kalaburagi hotspot.
258,10440028202600258,202600258,2026-05-19,28,28,1,2,2,2,1,10,2026-05-19 18:06:50,2026-05-19 20:06:50,2026-05-19 21:06:50,21.02520098235548,85.03319242851553,Incident reported at Vijayapura hotspot.
259,10440001202600259,202600259,2025-10-20,1,1,1,1,1,1,1,1,2025-10-20 02:29:42,2025-10-20 04:29:42,2025-10-20 05:29:42,12.946827153178239,77.55279062327617,Incident reported at Bengaluru Urban hotspot.
260,10440013202600260,202600260,2025-09-13,13,13,1,1,1,1,1,5,2025-09-13 17:11:44,2025-09-13 19:11:44,2025-09-13 20:11:44,15.951938328705001,80.00394190479226,Incident reported at Belagavi hotspot.
261,10440028202600261,202600261,2025-08-29,28,28,1,2,2,2,1,10,2025-08-29 22:03:20,2025-08-30 00:03:20,2025-08-30 01:03:20,21.04999078285092,84.98499603437202,Incident reported at Vijayapura hotspot.
262,10440001202600262,202600262,2025-11-14,1,1,1,1,1,1,1,1,2025-11-14 01:22:28,2025-11-14 03:22:28,2025-11-14 04:22:28,12.986614409324988,77.62272330496108,Incident reported at Bengaluru Urban hotspot.
263,10440019202600263,202600263,2026-06-06,19,19,1,2,2,2,1,7,2026-06-06 03:34:50,2026-06-06 05:34:50,2026-06-06 06:34:50,18.01517546552439,82.02542332040595,Incident reported at Ballari hotspot.
264,10440025202600264,202600264,2026-03-18,25,25,1,2,2,2,1,9,2026-03-18 02:20:20,2026-03-18 04:20:20,2026-03-18 05:20:20,20.0449611732716,83.96993606823625,Incident reported at Tumakuru hotspot.
265,10440025202600265,202600265,2025-11-23,25,25,1,1,1,1,1,9,2025-11-23 18:04:09,2025-11-23 20:04:09,2025-11-23 21:04:09,19.952038001732035,83.96523823457848,Incident reported at Tumakuru hotspot.
266,10440016202600266,202600266,2025-07-26,16,16,1,1,1,1,1,6,2025-07-26 18:42:51,2025-07-26 20:42:51,2025-07-26 21:42:51,16.962622097487422,81.01694588446199,Incident reported at Kalaburagi hotspot.
267,10440019202600267,202600267,2026-02-15,19,19,1,1,1,1,1,7,2026-02-15 20:17:22,2026-02-15 22:17:22,2026-02-15 23:17:22,18.006396958193,81.97179645409065,Incident reported at Ballari hotspot.
268,10440007202600268,202600268,2026-03-27,7,7,1,1,1,1,1,3,2026-03-27 22:22:32,2026-03-28 00:22:32,2026-03-28 01:22:32,14.019946497124614,78.02668980983563,Incident reported at Mangaluru hotspot.
269,10440010202600269,202600269,2026-04-14,10,10,1,2,2,2,1,4,2026-04-14 04:38:10,2026-04-14 06:38:10,2026-04-14 07:38:10,14.96677891433678,79.0107247493891,Incident reported at Hubballi-Dharwad hotspot.
270,10440007202600270,202600270,2025-10-27,7,7,1,1,1,1,1,3,2025-10-27 16:58:37,2025-10-27 18:58:37,2025-10-27 19:58:37,14.02479256519553,77.96145328713789,Incident reported at Mangaluru hotspot.
271,10440025202600271,202600271,2026-05-05,25,25,1,1,1,1,1,9,2026-05-05 12:17:07,2026-05-05 14:17:07,2026-05-05 15:17:07,20.03193011743111,84.0464720773034,Incident reported at Tumakuru hotspot.
272,10440001202600272,202600272,2025-10-31,1,1,1,1,1,1,1,1,2025-10-31 02:01:01,2025-10-31 04:01:01,2025-10-31 05:01:01,12.932409874965762,77.54716784254974,Incident reported at Bengaluru Urban hotspot.
273,10440028202600273,202600273,2026-02-28,28,28,1,2,2,2,1,10,2026-02-28 18:49:17,2026-02-28 20:49:17,2026-02-28 21:49:17,20.98119572443947,85.01773472868504,Incident reported at Vijayapura hotspot.
274,10440007202600274,202600274,2025-12-13,7,7,1,2,2,2,1,3,2025-12-13 20:35:13,2025-12-13 22:35:13,2025-12-13 23:35:13,14.04581728382059,77.98966544415167,Incident reported at Mangaluru hotspot.
275,10440028202600275,202600275,2026-03-25,28,28,1,2,2,2,1,10,2026-03-25 01:31:57,2026-03-25 03:31:57,2026-03-25 04:31:57,21.021501470504948,84.9575996477843,Incident reported at Vijayapura hotspot.
276,10440010202600276,202600276,2025-08-14,10,10,1,2,2,2,1,4,2025-08-14 04:13:28,2025-08-14 06:13:28,2025-08-14 07:13:28,15.019061441593298,79.0127242395601,Incident reported at Hubballi-Dharwad hotspot.
277,10440013202600277,202600277,2026-05-03,13,13,1,1,1,1,1,5,2026-05-03 10:27:14,2026-05-03 12:27:14,2026-05-03 13:27:14,15.960190130544598,80.02724808849513,Incident reported at Belagavi hotspot.
278,10440001202600278,202600278,2025-12-18,1,1,1,2,2,2,1,1,2025-12-18 11:55:03,2025-12-18 13:55:03,2025-12-18 14:55:03,13.00662932390888,77.60464116148168,Incident reported at Bengaluru Urban hotspot.
279,10440004202600279,202600279,2026-01-08,4,4,1,1,1,1,1,2,2026-01-08 11:27:42,2026-01-08 13:27:42,2026-01-08 14:27:42,12.962105506506731,77.04838443515146,Incident reported at Mysuru hotspot.
280,10440004202600280,202600280,2026-03-19,4,4,1,1,1,1,1,2,2026-03-19 08:30:00,2026-03-19 10:30:00,2026-03-19 11:30:00,13.028263534636102,76.98472037653084,Incident reported at Mysuru hotspot.
281,10440019202600281,202600281,2025-10-24,19,19,1,1,1,1,1,7,2025-10-24 13:47:50,2025-10-24 15:47:50,2025-10-24 16:47:50,17.992837801323475,81.9870570876218,Incident reported at Ballari hotspot.
282,10440001202600282,202600282,2026-01-29,1,1,1,1,1,1,1,1,2026-01-29 20:52:59,2026-01-29 22:52:59,2026-01-29 23:52:59,12.972196078967709,77.57872311748613,Incident reported at Bengaluru Urban hotspot.
283,10440010202600283,202600283,2025-11-18,10,10,1,1,1,1,1,4,2025-11-18 03:02:18,2025-11-18 05:02:18,2025-11-18 06:02:18,15.034957562699958,79.032233091809,Incident reported at Hubballi-Dharwad hotspot.
284,10440028202600284,202600284,2025-09-20,28,28,1,2,2,2,1,10,2025-09-20 07:47:46,2025-09-20 09:47:46,2025-09-20 10:47:46,20.9605538870644,85.04607875672146,Incident reported at Vijayapura hotspot.
285,10440007202600285,202600285,2025-08-11,7,7,1,1,1,1,1,3,2025-08-11 15:04:26,2025-08-11 17:04:26,2025-08-11 18:04:26,14.013558510610144,78.03287073110025,Incident reported at Mangaluru hotspot.
286,10440010202600286,202600286,2025-10-20,10,10,1,1,1,1,1,4,2025-10-20 05:42:00,2025-10-20 07:42:00,2025-10-20 08:42:00,15.020730864370607,78.99354871450076,Incident reported at Hubballi-Dharwad hotspot.
287,10440001202600287,202600287,2026-03-28,1,1,1,2,2,2,1,1,2026-03-28 22:31:26,2026-03-29 00:31:26,2026-03-29 01:31:26,12.99497953040134,77.64114737312381,Incident reported at Bengaluru Urban hotspot.
288,10440016202600288,202600288,2026-05-19,16,16,1,2,2,2,1,6,2026-05-19 13:04:23,2026-05-19 15:04:23,2026-05-19 16:04:23,16.97700823963874,81.03081992188068,Incident reported at Kalaburagi hotspot.
289,10440013202600289,202600289,2025-08-29,13,13,1,1,1,1,1,5,2025-08-29 20:49:30,2025-08-29 22:49:30,2025-08-29 23:49:30,16.003817290644825,79.99834975038831,Incident reported at Belagavi hotspot.
290,10440022202600290,202600290,2025-08-23,22,22,1,2,2,2,1,8,2025-08-23 16:50:20,2025-08-23 18:50:20,2025-08-23 19:50:20,18.99355744930039,83.02310262143051,Incident reported at Shivamogga hotspot.
291,10440016202600291,202600291,2025-08-19,16,16,1,2,2,2,1,6,2025-08-19 04:38:40,2025-08-19 06:38:40,2025-08-19 07:38:40,16.976839553804922,81.03517131600194,Incident reported at Kalaburagi hotspot.
292,10440007202600292,202600292,2026-02-25,7,7,1,1,1,1,1,3,2026-02-25 03:42:49,2026-02-25 05:42:49,2026-02-25 06:42:49,14.03307310188906,77.95866628980556,Incident reported at Mangaluru hotspot.
293,10440016202600293,202600293,2025-10-21,16,16,1,1,1,1,1,6,2025-10-21 15:40:59,2025-10-21 17:40:59,2025-10-21 18:40:59,17.038163118400277,80.9743863439191,Incident reported at Kalaburagi hotspot.
294,10440010202600294,202600294,2025-12-21,10,10,1,2,2,2,1,4,2025-12-21 14:21:27,2025-12-21 16:21:27,2025-12-21 17:21:27,14.996470846660323,79.01103317042305,Incident reported at Hubballi-Dharwad hotspot.
295,10440028202600295,202600295,2025-11-26,28,28,1,2,2,2,1,10,2025-11-26 07:59:44,2025-11-26 09:59:44,2025-11-26 10:59:44,20.987898930412825,84.95286999977701,Incident reported at Vijayapura hotspot.
296,10440025202600296,202600296,2026-05-30,25,25,1,2,2,2,1,9,2026-05-30 14:54:01,2026-05-30 16:54:01,2026-05-30 17:54:01,20.035095283631247,83.96818398571577,Incident reported at Tumakuru hotspot.
297,10440022202600297,202600297,2025-12-01,22,22,1,1,1,1,1,8,2025-12-01 03:03:21,2025-12-01 05:03:21,2025-12-01 06:03:21,18.971211985017973,83.02978323568281,Incident reported at Shivamogga hotspot.
298,10440028202600298,202600298,2025-10-24,28,28,1,1,1,1,1,10,2025-10-24 09:16:28,2025-10-24 11:16:28,2025-10-24 12:16:28,20.98403388431643,85.03803199797582,Incident reported at Vijayapura hotspot.
299,10440019202600299,202600299,2025-09-03,19,19,1,2,2,2,1,7,2025-09-03 04:00:41,2025-09-03 06:00:41,2025-09-03 07:00:41,18.02011837503322,81.97762685757561,Incident reported at Ballari hotspot.
300,10440016202600300,202600300,2026-04-20,16,16,1,1,1,1,1,6,2026-04-20 01:10:46,2026-04-20 03:10:46,2026-04-20 04:10:46,16.95101511144387,81.04480625777771,Incident reported at Kalaburagi hotspot.
301,10440019202600301,202600301,2026-05-12,19,19,1,2,2,2,1,7,2026-05-12 21:48:06,2026-05-12 23:48:06,2026-05-13 00:48:06,17.958561296195803,82.02200746641041,Incident reported at Ballari hotspot.
302,10440016202600302,202600302,2026-01-27,16,16,1,2,2,2,1,6,2026-01-27 16:27:21,2026-01-27 18:27:21,2026-01-27 19:27:21,16.99885778468488,81.02581646534824,Incident reported at Kalaburagi hotspot.
303,10440028202600303,202600303,2026-01-31,28,28,1,1,1,1,1,10,2026-01-31 13:47:48,2026-01-31 15:47:48,2026-01-31 16:47:48,21.01906093394465,85.0145902899741,Incident reported at Vijayapura hotspot.
304,10440007202600304,202600304,2025-09-27,7,7,1,1,1,1,1,3,2025-09-27 18:10:13,2025-09-27 20:10:13,2025-09-27 21:10:13,13.999082133507859,78.02929328681323,Incident reported at Mangaluru hotspot.
305,10440001202600305,202600305,2026-01-05,1,1,1,2,2,2,1,1,2026-01-05 22:25:24,2026-01-06 00:25:24,2026-01-06 01:25:24,12.930905335055467,77.56675964004725,Incident reported at Bengaluru Urban hotspot.
306,10440013202600306,202600306,2026-01-04,13,13,1,2,2,2,1,5,2026-01-04 00:17:25,2026-01-04 02:17:25,2026-01-04 03:17:25,16.01917871552952,79.98062060301301,Incident reported at Belagavi hotspot.
307,10440001202600307,202600307,2026-05-10,1,1,1,1,1,1,1,1,2026-05-10 22:37:22,2026-05-11 00:37:22,2026-05-11 01:37:22,12.979755558533236,77.59192604887595,Incident reported at Bengaluru Urban hotspot.
308,10440022202600308,202600308,2026-05-23,22,22,1,1,1,1,1,8,2026-05-23 12:19:06,2026-05-23 14:19:06,2026-05-23 15:19:06,19.003092193114576,82.99255038127052,Incident reported at Shivamogga hotspot.
309,10440016202600309,202600309,2025-09-20,16,16,1,1,1,1,1,6,2025-09-20 18:55:12,2025-09-20 20:55:12,2025-09-20 21:55:12,17.02459354367136,80.9830791297196,Incident reported at Kalaburagi hotspot.
310,10440004202600310,202600310,2026-02-11,4,4,1,1,1,1,1,2,2026-02-11 08:25:53,2026-02-11 10:25:53,2026-02-11 11:25:53,13.020285494218577,76.97709164269762,Incident reported at Mysuru hotspot.
311,10440007202600311,202600311,2026-03-21,7,7,1,1,1,1,1,3,2026-03-21 18:27:24,2026-03-21 20:27:24,2026-03-21 21:27:24,13.975140367620094,77.96206558847523,Incident reported at Mangaluru hotspot.
312,10440001202600312,202600312,2025-08-07,1,1,1,1,1,1,1,1,2025-08-07 10:46:48,2025-08-07 12:46:48,2025-08-07 13:46:48,12.940858429345152,77.5565554741255,Incident reported at Bengaluru Urban hotspot.
313,10440004202600313,202600313,2026-05-17,4,4,1,2,2,2,1,2,2026-05-17 05:56:40,2026-05-17 07:56:40,2026-05-17 08:56:40,13.003586396538376,77.02621896094841,Incident reported at Mysuru hotspot.
314,10440022202600314,202600314,2025-07-20,22,22,1,1,1,1,1,8,2025-07-20 07:09:25,2025-07-20 09:09:25,2025-07-20 10:09:25,18.968514984243765,82.97163846398786,Incident reported at Shivamogga hotspot.
315,10440028202600315,202600315,2026-05-22,28,28,1,1,1,1,1,10,2026-05-22 04:12:05,2026-05-22 06:12:05,2026-05-22 07:12:05,20.99841985872127,85.02245850010931,Incident reported at Vijayapura hotspot.
316,10440004202600316,202600316,2025-08-05,4,4,1,2,2,2,1,2,2025-08-05 09:57:14,2025-08-05 11:57:14,2025-08-05 12:57:14,13.047660702288306,77.00246368691086,Incident reported at Mysuru hotspot.
317,10440010202600317,202600317,2026-03-17,10,10,1,1,1,1,1,4,2026-03-17 10:10:04,2026-03-17 12:10:04,2026-03-17 13:10:04,14.978299870327495,78.96005261080909,Incident reported at Hubballi-Dharwad hotspot.
318,10440028202600318,202600318,2025-08-25,28,28,1,2,2,2,1,10,2025-08-25 19:49:34,2025-08-25 21:49:34,2025-08-25 22:49:34,20.96941175780911,84.97274831634826,Incident reported at Vijayapura hotspot.
319,10440013202600319,202600319,2026-01-23,13,13,1,2,2,2,1,5,2026-01-23 13:32:21,2026-01-23 15:32:21,2026-01-23 16:32:21,15.96794415436854,79.9514148367256,Incident reported at Belagavi hotspot.
320,10440001202600320,202600320,2025-11-28,1,1,1,1,1,1,1,1,2025-11-28 00:25:45,2025-11-28 02:25:45,2025-11-28 03:25:45,12.975013508926766,77.57203113267833,Incident reported at Bengaluru Urban hotspot.
321,10440013202600321,202600321,2025-08-12,13,13,1,2,2,2,1,5,2025-08-12 21:13:45,2025-08-12 23:13:45,2025-08-13 00:13:45,16.047429493110275,80.00533589667987,Incident reported at Belagavi hotspot.
322,10440004202600322,202600322,2026-06-21,4,4,1,1,1,1,1,2,2026-06-21 06:36:20,2026-06-21 08:36:20,2026-06-21 09:36:20,13.01974173929102,76.96262794929584,Incident reported at Mysuru hotspot.
323,10440013202600323,202600323,2025-08-26,13,13,1,2,2,2,1,5,2025-08-26 18:37:21,2025-08-26 20:37:21,2025-08-26 21:37:21,16.036846119726295,79.99908786945238,Incident reported at Belagavi hotspot.
324,10440007202600324,202600324,2025-12-08,7,7,1,1,1,1,1,3,2025-12-08 09:24:57,2025-12-08 11:24:57,2025-12-08 12:24:57,14.037271973499854,78.00740642196263,Incident reported at Mangaluru hotspot.
325,10440001202600325,202600325,2025-07-25,1,1,1,2,2,2,1,1,2025-07-25 04:52:15,2025-07-25 06:52:15,2025-07-25 07:52:15,12.968539694493051,77.5886468798136,Incident reported at Bengaluru Urban hotspot.
326,10440028202600326,202600326,2025-07-06,28,28,1,2,2,2,1,10,2025-07-06 16:27:04,2025-07-06 18:27:04,2025-07-06 19:27:04,20.968436367039008,84.95513767171836,Incident reported at Vijayapura hotspot.
327,10440025202600327,202600327,2025-12-12,25,25,1,2,2,2,1,9,2025-12-12 14:20:38,2025-12-12 16:20:38,2025-12-12 17:20:38,20.04410635967681,83.99777291872657,Incident reported at Tumakuru hotspot.
328,10440001202600328,202600328,2025-10-10,1,1,1,1,1,1,1,1,2025-10-10 21:49:21,2025-10-10 23:49:21,2025-10-11 00:49:21,13.003811564529943,77.58467074422519,Incident reported at Bengaluru Urban hotspot.
329,10440004202600329,202600329,2025-10-12,4,4,1,2,2,2,1,2,2025-10-12 05:41:17,2025-10-12 07:41:17,2025-10-12 08:41:17,12.957408217025565,77.0129445706952,Incident reported at Mysuru hotspot.
330,10440013202600330,202600330,2026-03-25,13,13,1,2,2,2,1,5,2026-03-25 09:17:16,2026-03-25 11:17:16,2026-03-25 12:17:16,15.955360907429254,79.96491975844737,Incident reported at Belagavi hotspot.
331,10440007202600331,202600331,2025-08-23,7,7,1,2,2,2,1,3,2025-08-23 04:05:49,2025-08-23 06:05:49,2025-08-23 07:05:49,14.006283959708457,77.98038355118422,Incident reported at Mangaluru hotspot.
332,10440004202600332,202600332,2026-04-25,4,4,1,1,1,1,1,2,2026-04-25 18:04:46,2026-04-25 20:04:46,2026-04-25 21:04:46,13.049391812271022,76.96184515622114,Incident reported at Mysuru hotspot.
333,10440028202600333,202600333,2026-05-09,28,28,1,2,2,2,1,10,2026-05-09 21:54:32,2026-05-09 23:54:32,2026-05-10 00:54:32,21.02644434453262,85.0106317651243,Incident reported at Vijayapura hotspot.
334,10440010202600334,202600334,2026-06-23,10,10,1,1,1,1,1,4,2026-06-23 19:36:10,2026-06-23 21:36:10,2026-06-23 22:36:10,15.029074082984343,78.97256871370651,Incident reported at Hubballi-Dharwad hotspot.
335,10440010202600335,202600335,2026-02-22,10,10,1,1,1,1,1,4,2026-02-22 04:54:57,2026-02-22 06:54:57,2026-02-22 07:54:57,15.002257253513022,78.99505144648887,Incident reported at Hubballi-Dharwad hotspot.
336,10440007202600336,202600336,2025-08-05,7,7,1,1,1,1,1,3,2025-08-05 09:36:51,2025-08-05 11:36:51,2025-08-05 12:36:51,13.994272100401933,78.03601666658261,Incident reported at Mangaluru hotspot.
337,10440016202600337,202600337,2026-02-28,16,16,1,1,1,1,1,6,2026-02-28 09:31:12,2026-02-28 11:31:12,2026-02-28 12:31:12,17.04900312604668,80.98053802443194,Incident reported at Kalaburagi hotspot.
338,10440001202600338,202600338,2025-12-11,1,1,1,1,1,1,1,1,2025-12-11 11:08:10,2025-12-11 13:08:10,2025-12-11 14:08:10,12.983702732107215,77.60556309122451,Incident reported at Bengaluru Urban hotspot.
339,10440022202600339,202600339,2025-08-20,22,22,1,2,2,2,1,8,2025-08-20 15:09:02,2025-08-20 17:09:02,2025-08-20 18:09:02,19.024008930548455,83.04475902003254,Incident reported at Shivamogga hotspot.
340,10440007202600340,202600340,2026-03-29,7,7,1,1,1,1,1,3,2026-03-29 14:35:03,2026-03-29 16:35:03,2026-03-29 17:35:03,13.970778790582354,77.97110251953053,Incident reported at Mangaluru hotspot.
341,10440013202600341,202600341,2026-06-23,13,13,1,2,2,2,1,5,2026-06-23 04:59:43,2026-06-23 06:59:43,2026-06-23 07:59:43,16.016042813719203,79.96570570933808,Incident reported at Belagavi hotspot.
342,10440001202600342,202600342,2026-06-11,1,1,1,2,2,2,1,1,2026-06-11 03:06:19,2026-06-11 05:06:19,2026-06-11 06:06:19,12.938981354832643,77.55210648689011,Incident reported at Bengaluru Urban hotspot.
343,10440025202600343,202600343,2025-07-08,25,25,1,1,1,1,1,9,2025-07-08 18:05:30,2025-07-08 20:05:30,2025-07-08 21:05:30,19.950267572260287,83.99505037046177,Incident reported at Tumakuru hotspot.
344,10440001202600344,202600344,2025-10-15,1,1,1,2,2,2,1,1,2025-10-15 08:32:13,2025-10-15 10:32:13,2025-10-15 11:32:13,12.980981119511958,77.5737259289031,Incident reported at Bengaluru Urban hotspot.
345,10440007202600345,202600345,2025-12-10,7,7,1,1,1,1,1,3,2025-12-10 02:30:38,2025-12-10 04:30:38,2025-12-10 05:30:38,13.973147623455603,78.0206955829879,Incident reported at Mangaluru hotspot.
346,10440010202600346,202600346,2026-06-15,10,10,1,1,1,1,1,4,2026-06-15 13:34:08,2026-06-15 15:34:08,2026-06-15 16:34:08,15.020298755809371,78.9954031326407,Incident reported at Hubballi-Dharwad hotspot.
347,10440001202600347,202600347,2026-01-20,1,1,1,1,1,1,1,1,2026-01-20 04:54:54,2026-01-20 06:54:54,2026-01-20 07:54:54,12.990338492007124,77.63699110444826,Incident reported at Bengaluru Urban hotspot.
348,10440016202600348,202600348,2025-08-23,16,16,1,1,1,1,1,6,2025-08-23 09:35:21,2025-08-23 11:35:21,2025-08-23 12:35:21,17.028782802664672,81.01250580071643,Incident reported at Kalaburagi hotspot.
349,10440028202600349,202600349,2025-11-23,28,28,1,1,1,1,1,10,2025-11-23 22:06:40,2025-11-24 00:06:40,2025-11-24 01:06:40,21.016118304285335,85.04336684584455,Incident reported at Vijayapura hotspot.
350,10440013202600350,202600350,2025-11-18,13,13,1,1,1,1,1,5,2025-11-18 08:54:46,2025-11-18 10:54:46,2025-11-18 11:54:46,15.99251389661042,80.00445623787105,Incident reported at Belagavi hotspot.
351,10440010202600351,202600351,2026-01-17,10,10,1,1,1,1,1,4,2026-01-17 22:08:28,2026-01-18 00:08:28,2026-01-18 01:08:28,15.014763472340247,79.04084114452127,Incident reported at Hubballi-Dharwad hotspot.
352,10440001202600352,202600352,2026-03-25,1,1,1,1,1,1,1,1,2026-03-25 08:36:49,2026-03-25 10:36:49,2026-03-25 11:36:49,13.004263115965006,77.55174098368558,Incident reported at Bengaluru Urban hotspot.
353,10440001202600353,202600353,2025-12-11,1,1,1,2,2,2,1,1,2025-12-11 00:16:01,2025-12-11 02:16:01,2025-12-11 03:16:01,12.938192278922074,77.57536118126143,Incident reported at Bengaluru Urban hotspot.
354,10440016202600354,202600354,2026-03-20,16,16,1,1,1,1,1,6,2026-03-20 03:56:30,2026-03-20 05:56:30,2026-03-20 06:56:30,17.024895772206964,81.00692070493191,Incident reported at Kalaburagi hotspot.
355,10440028202600355,202600355,2026-01-02,28,28,1,2,2,2,1,10,2026-01-02 19:01:15,2026-01-02 21:01:15,2026-01-02 22:01:15,20.978861058830585,84.96243536581747,Incident reported at Vijayapura hotspot.
356,10440028202600356,202600356,2026-03-09,28,28,1,1,1,1,1,10,2026-03-09 06:06:07,2026-03-09 08:06:07,2026-03-09 09:06:07,21.01886779912121,85.01997336849757,Incident reported at Vijayapura hotspot.
357,10440019202600357,202600357,2025-07-04,19,19,1,1,1,1,1,7,2025-07-04 01:35:04,2025-07-04 03:35:04,2025-07-04 04:35:04,18.044267624074404,82.0000472177118,Incident reported at Ballari hotspot.
358,10440019202600358,202600358,2025-12-04,19,19,1,1,1,1,1,7,2025-12-04 10:16:13,2025-12-04 12:16:13,2025-12-04 13:16:13,17.999379521934507,81.95804418518993,Incident reported at Ballari hotspot.
359,10440004202600359,202600359,2026-01-18,4,4,1,2,2,2,1,2,2026-01-18 12:47:22,2026-01-18 14:47:22,2026-01-18 15:47:22,12.953986078418362,76.99320286641608,Incident reported at Mysuru hotspot.
360,10440004202600360,202600360,2025-10-09,4,4,1,1,1,1,1,2,2025-10-09 06:47:26,2025-10-09 08:47:26,2025-10-09 09:47:26,12.98223215833583,76.9750367902412,Incident reported at Mysuru hotspot.
361,10440028202600361,202600361,2025-09-05,28,28,1,1,1,1,1,10,2025-09-05 17:10:13,2025-09-05 19:10:13,2025-09-05 20:10:13,20.9591326886631,85.04619111021928,Incident reported at Vijayapura hotspot.
362,10440004202600362,202600362,2026-06-28,4,4,1,1,1,1,1,2,2026-06-28 21:15:31,2026-06-28 23:15:31,2026-06-29 00:15:31,13.033595861390618,77.007519910922,Incident reported at Mysuru hotspot.
363,10440016202600363,202600363,2026-01-17,16,16,1,2,2,2,1,6,2026-01-17 05:21:56,2026-01-17 07:21:56,2026-01-17 08:21:56,17.045078627780637,81.04995724168775,Incident reported at Kalaburagi hotspot.
364,10440001202600364,202600364,2025-12-20,1,1,1,1,1,1,1,1,2025-12-20 14:20:26,2025-12-20 16:20:26,2025-12-20 17:20:26,12.988828158430325,77.5715511025967,Incident reported at Bengaluru Urban hotspot.
365,10440001202600365,202600365,2026-05-06,1,1,1,2,2,2,1,1,2026-05-06 16:10:06,2026-05-06 18:10:06,2026-05-06 19:10:06,12.925623167314463,77.62022688304125,Incident reported at Bengaluru Urban hotspot.
366,10440010202600366,202600366,2025-09-24,10,10,1,2,2,2,1,4,2025-09-24 09:41:43,2025-09-24 11:41:43,2025-09-24 12:41:43,14.997050082325163,79.01515094894337,Incident reported at Hubballi-Dharwad hotspot.
367,10440019202600367,202600367,2025-10-29,19,19,1,1,1,1,1,7,2025-10-29 20:56:42,2025-10-29 22:56:42,2025-10-29 23:56:42,18.041607278792675,81.9681489147223,Incident reported at Ballari hotspot.
368,10440004202600368,202600368,2025-07-05,4,4,1,1,1,1,1,2,2025-07-05 06:06:29,2025-07-05 08:06:29,2025-07-05 09:06:29,13.008532962527786,77.0134784719454,Incident reported at Mysuru hotspot.
369,10440013202600369,202600369,2026-05-22,13,13,1,1,1,1,1,5,2026-05-22 09:12:34,2026-05-22 11:12:34,2026-05-22 12:12:34,15.999172580219101,79.95912424062938,Incident reported at Belagavi hotspot.
370,10440001202600370,202600370,2026-03-10,1,1,1,1,1,1,1,1,2026-03-10 01:38:50,2026-03-10 03:38:50,2026-03-10 04:38:50,12.956396105629466,77.5779308393665,Incident reported at Bengaluru Urban hotspot.
371,10440007202600371,202600371,2026-06-23,7,7,1,2,2,2,1,3,2026-06-23 23:13:35,2026-06-24 01:13:35,2026-06-24 02:13:35,14.01701335095212,78.03577330944003,Incident reported at Mangaluru hotspot.
372,10440010202600372,202600372,2025-12-03,10,10,1,1,1,1,1,4,2025-12-03 05:50:26,2025-12-03 07:50:26,2025-12-03 08:50:26,14.982980366357896,79.01936736739835,Incident reported at Hubballi-Dharwad hotspot.
373,10440019202600373,202600373,2025-08-25,19,19,1,1,1,1,1,7,2025-08-25 03:22:07,2025-08-25 05:22:07,2025-08-25 06:22:07,17.978821779536144,82.04451935395632,Incident reported at Ballari hotspot.
374,10440013202600374,202600374,2026-02-23,13,13,1,1,1,1,1,5,2026-02-23 13:39:37,2026-02-23 15:39:37,2026-02-23 16:39:37,16.031356603473796,80.00500966089717,Incident reported at Belagavi hotspot.
375,10440004202600375,202600375,2026-01-21,4,4,1,2,2,2,1,2,2026-01-21 00:10:46,2026-01-21 02:10:46,2026-01-21 03:10:46,12.995482590860172,76.98145171571701,Incident reported at Mysuru hotspot.
376,10440013202600376,202600376,2025-08-27,13,13,1,2,2,2,1,5,2025-08-27 13:54:20,2025-08-27 15:54:20,2025-08-27 16:54:20,15.9823273786276,80.04701847268086,Incident reported at Belagavi hotspot.
